fips,county_name,state_abb,state_fips,county_fips,county_ns
,Cass County,IA,19,29,465204
,Cedar County,IA,19,31,465205
,Cerro Gordo County,IA,19,33,465206
,Cherokee County,IA,19,35,465207
,Chickasaw County,IA,19,37,465208
,Clarke County,IA,19,39,465209
,Clay County,IA,19,41,465625
,Clayton County,IA,19,43,465210
,Clinton County,IA,19,45,465211
,Crawford County,IA,19,47,465212
,Dallas County,IA,19,49,465213
,Davis County,IA,19,51,465214
,Decatur County,IA,19,53,465215
,Delaware County,IA,19,55,465216
,Des Moines County,IA,19,57,465217
,Dickinson County,IA,19,59,465218
,Dubuque County,IA,19,61,465219
,Emmet County,IA,19,63,465220
,Fayette County,IA,19,65,465221
,Floyd County,IA,19,67,465222
,Franklin County,IA,19,69,465223
,Fremont County,IA,19,71,465224
,Greene County,IA,19,73,465225
,Grundy County,IA,19,75,465226
,Guthrie County,IA,19,77,465227
,Hamilton County,IA,19,79,465228
,Hancock County,IA,19,81,465229
,Hardin County,IA,19,83,465230
,Harrison County,IA,19,85,465231
,Henry County,IA,19,87,465232
,Howard County,IA,19,89,465233
,Humboldt County,IA,19,91,465234
,Ida County,IA,19,93,465235
,Iowa County,IA,19,95,465236
,Jackson County,IA,19,97,465237
,Jasper County,IA,19,99,465238
,Jefferson County,IA,19,101,465239
,Johnson County,IA,19,103,465240
,Jones County,IA,19,105,465241
,Keokuk County,IA,19,107,465242
,Kossuth County,IA,19,109,465243
,Lee County,IA,19,111,465244
,Linn County,IA,19,113,465245
,Louisa County,IA,19,115,465246
,Lucas County,IA,19,117,465247
,Lyon County,IA,19,119,465248
,Madison County,IA,19,121,465249
,Mahaska County,IA,19,123,465250
,Marion County,IA,19,125,465251
,Marshall County,IA,19,127,465252
,Mills County,IA,19,129,465253
,Mitchell County,IA,19,131,465254
,Monona County,IA,19,133,465255
,Monroe County,IA,19,135,465256
,Montgomery County,IA,19,137,465257
,Muscatine County,IA,19,139,465258
,O'Brien County,IA,19,141,465259
,Osceola County,IA,19,143,465260
,Page County,IA,19,145,465261
,Palo Alto County,IA,19,147,465262
,Plymouth County,IA,19,149,465263
,Pocahontas County,IA,19,151,465264
,Polk County,IA,19,153,465265
,Pottawattamie County,IA,19,155,465266
,Poweshiek County,IA,19,157,465267
,Ringgold County,IA,19,159,465268
,Sac County,IA,19,161,465269
,Scott County,IA,19,163,465270
,Shelby County,IA,19,165,465271
,Sioux County,IA,19,167,465272
,Story County,IA,19,169,465273
,Tama County,IA,19,171,465274
,Taylor County,IA,19,173,465275
,Union County,IA,19,175,465276
,Van Buren County,IA,19,177,465277
,Wapello County,IA,19,179,465278
,Warren County,IA,19,181,465279
,Washington County,IA,19,183,465280
,Wayne County,IA,19,185,465281
,Webster County,IA,19,187,465282
,Winnebago County,IA,19,189,465283
,Winneshiek County,IA,19,191,465284
,Woodbury County,IA,19,193,465285
,Worth County,IA,19,195,465286
,Wright County,IA,19,197,465287
,Allen County,KS,20,1,484970
,Anderson County,KS,20,3,484971
,Atchison County,KS,20,5,484972
,Barber County,KS,20,7,484973
,Barton County,KS,20,9,484974
,Bourbon County,KS,20,11,484975
,Brown County,KS,20,13,484976
,Butler County,KS,20,15,484977
,Chase County,KS,20,17,484978
,Chautauqua County,KS,20,19,484979
,Cherokee County,KS,20,21,484980
,Cheyenne County,KS,20,23,484981
,Clark County,KS,20,25,484982
,Clay County,KS,20,27,484983
,Cloud County,KS,20,29,484984
,Coffey County,KS,20,31,484985
,Comanche County,KS,20,33,484986
,Cowley County,KS,20,35,484987
,Crawford County,KS,20,37,484988
,Decatur County,KS,20,39,484989
,Dickinson County,KS,20,41,484990
,Doniphan County,KS,20,43,484991
,Douglas County,KS,20,45,484992
,Edwards County,KS,20,47,484993
,Elk County,KS,20,49,484994
,Ellis County,KS,20,51,484995
,Ellsworth County,KS,20,53,484996
,Finney County,KS,20,55,485326
,Ford County,KS,20,57,484997
,Franklin County,KS,20,59,484998
,Geary County,KS,20,61,484999
,Gove County,KS,20,63,485000
,Graham County,KS,20,65,481811
,Grant County,KS,20,67,485099
,Gray County,KS,20,69,485001
,Greeley County,KS,20,71,485002
,Greenwood County,KS,20,73,485003
,Hamilton County,KS,20,75,485327
,Harper County,KS,20,77,485004
,Harvey County,KS,20,79,485005
,Haskell County,KS,20,81,485328
,Hodgeman County,KS,20,83,485006
,Jackson County,KS,20,85,485007
,Jefferson County,KS,20,87,485008
,Jewell County,KS,20,89,485009
,Johnson County,KS,20,91,485010
,Kearny County,KS,20,93,485011
,Kingman County,KS,20,95,485012
,Kiowa County,KS,20,97,485013
,Labette County,KS,20,99,485014
,Lane County,KS,20,101,485015
,Leavenworth County,KS,20,103,485016
,Lincoln County,KS,20,105,485017
,Linn County,KS,20,107,485018
,Logan County,KS,20,109,485019
,Lyon County,KS,20,111,485020
,McPherson County,KS,20,113,485021
,Marion County,KS,20,115,485022
,Marshall County,KS,20,117,485023
,Meade County,KS,20,119,485024
,Miami County,KS,20,121,485025
,Mitchell County,KS,20,123,485026
,Montgomery County,KS,20,125,485027
,Morris County,KS,20,127,485028
,Morton County,KS,20,129,485135
,Nemaha County,KS,20,131,485029
,Neosho County,KS,20,133,485030
,Ness County,KS,20,135,485031
,Norton County,KS,20,137,485032
,Osage County,KS,20,139,485033
,Osborne County,KS,20,141,485034
,Ottawa County,KS,20,143,485035
,Pawnee County,KS,20,145,485036
,Phillips County,KS,20,147,485037
,Pottawatomie County,KS,20,149,485038
,Pratt County,KS,20,151,485039
,Rawlins County,KS,20,153,485040
,Reno County,KS,20,155,485041
,Republic County,KS,20,157,485042
,Rice County,KS,20,159,485043
,Riley County,KS,20,161,485044
,Rooks County,KS,20,163,485045
,Rush County,KS,20,165,485358
,Russell County,KS,20,167,485046
,Saline County,KS,20,169,485047
,Scott County,KS,20,171,485048
,Sedgwick County,KS,20,173,485049
,Seward County,KS,20,175,485050
,Shawnee County,KS,20,177,485051
,Sheridan County,KS,20,179,485052
,Sherman County,KS,20,181,485053
,Smith County,KS,20,183,484969
,Stafford County,KS,20,185,485054
,Stanton County,KS,20,187,485055
,Stevens County,KS,20,189,485056
,Sumner County,KS,20,191,481812
,Thomas County,KS,20,193,485057
,Trego County,KS,20,195,485058
,Wabaunsee County,KS,20,197,485059
,Wallace County,KS,20,199,485060
,Washington County,KS,20,201,485061
,Wichita County,KS,20,203,485062
,Wilson County,KS,20,205,485063
,Woodson County,KS,20,207,485064
,Wyandotte County,KS,20,209,485065
,Adair County,KY,21,1,516847
,Allen County,KY,21,3,516848
,Anderson County,KY,21,5,516849
,Ballard County,KY,21,7,516850
,Barren County,KY,21,9,516851
,Bath County,KY,21,11,516852
,Bell County,KY,21,13,516853
,Boone County,KY,21,15,516854
,Bourbon County,KY,21,17,516855
,Boyd County,KY,21,19,516856
,Boyle County,KY,21,21,516857
,Bracken County,KY,21,23,516858
,Breathitt County,KY,21,25,516859
,Breckinridge County,KY,21,27,516860
,Bullitt County,KY,21,29,516861
,Butler County,KY,21,31,516862
,Caldwell County,KY,21,33,516863
,Calloway County,KY,21,35,516864
,Campbell County,KY,21,37,516865
,Carlisle County,KY,21,39,516866
,Carroll County,KY,21,41,516867
,Carter County,KY,21,43,516868
,Casey County,KY,21,45,516869
,Christian County,KY,21,47,516870
,Clark County,KY,21,49,516871
,Clay County,KY,21,51,516872
,Clinton County,KY,21,53,516873
,Crittenden County,KY,21,55,516874
,Cumberland County,KY,21,57,516875
,Daviess County,KY,21,59,516876
,Edmonson County,KY,21,61,516877
,Elliott County,KY,21,63,516878
,Estill County,KY,21,65,516879
,Fayette County,KY,21,67,516880
,Fleming County,KY,21,69,516881
,Floyd County,KY,21,71,516882
,Franklin County,KY,21,73,516883
,Fulton County,KY,21,75,516884
,Gallatin County,KY,21,77,516885
,Garrard County,KY,21,79,516886
,Grant County,KY,21,81,516887
,Graves County,KY,21,83,516888
,Grayson County,KY,21,85,516889
,Green County,KY,21,87,516890
,Greenup County,KY,21,89,516891
,Hancock County,KY,21,91,516892
,Hardin County,KY,21,93,516893
,Harlan County,KY,21,95,516894
,Harrison County,KY,21,97,516895
,Hart County,KY,21,99,516896
,Henderson County,KY,21,101,516897
,Henry County,KY,21,103,516898
,Hickman County,KY,21,105,516899
,Hopkins County,KY,21,107,516900
,Jackson County,KY,21,109,516901
,Jefferson County,KY,21,111,516902
,Jessamine County,KY,21,113,516903
,Johnson County,KY,21,115,516904
,Kenton County,KY,21,117,516905
,Knott County,KY,21,119,516906
,Knox County,KY,21,121,516907
,Larue County,KY,21,123,516908
,Laurel County,KY,21,125,516909
,Lawrence County,KY,21,127,516910
,Lee County,KY,21,129,516911
,Leslie County,KY,21,131,516912
,Letcher County,KY,21,133,516913
,Lewis County,KY,21,135,516914
,Lincoln County,KY,21,137,516915
,Livingston County,KY,21,139,516916
,Logan County,KY,21,141,516917
,Lyon County,KY,21,143,516918
,McCracken County,KY,21,145,516925
,McCreary County,KY,21,147,516926
,McLean County,KY,21,149,516927
,Madison County,KY,21,151,516919
,Magoffin County,KY,21,153,516920
,Marion County,KY,21,155,516921
,Marshall County,KY,21,157,516922
,Martin County,KY,21,159,516923
,Mason County,KY,21,161,516924
,Meade County,KY,21,163,516928
,Menifee County,KY,21,165,516929
,Mercer County,KY,21,167,516930
,Metcalfe County,KY,21,169,516931
,Monroe County,KY,21,171,516932
,Montgomery County,KY,21,173,516933
,Morgan County,KY,21,175,516934
,Muhlenberg County,KY,21,177,516935
,Nelson County,KY,21,179,516936
,Nicholas County,KY,21,181,516937
,Ohio County,KY,21,183,516938
,Oldham County,KY,21,185,516939
,Owen County,KY,21,187,516940
,Owsley County,KY,21,189,516941
,Pendleton County,KY,21,191,516942
,Perry County,KY,21,193,516943
,Pike County,KY,21,195,516944
,Powell County,KY,21,197,516945
,Pulaski County,KY,21,199,516946
,Robertson County,KY,21,201,516947
,Rockcastle County,KY,21,203,516948
,Rowan County,KY,21,205,516949
,Russell County,KY,21,207,516950
,Scott County,KY,21,209,516951
,Shelby County,KY,21,211,516952
,Simpson County,KY,21,213,516953
,Spencer County,KY,21,215,516954
,Taylor County,KY,21,217,516955
,Todd County,KY,21,219,516956
,Trigg County,KY,21,221,516957
,Trimble County,KY,21,223,516958
,Union County,KY,21,225,516959
,Warren County,KY,21,227,516960
,Washington County,KY,21,229,516961
,Wayne County,KY,21,231,516962
,Webster County,KY,21,233,516963
,Whitley County,KY,21,235,516964
,Wolfe County,KY,21,237,516965
,Woodford County,KY,21,239,516966
,Acadia Parish,LA,22,1,558389
,Allen Parish,LA,22,3,558397
,Ascension Parish,LA,22,5,558403
,Assumption Parish,LA,22,7,558414
,Avoyelles Parish,LA,22,9,558424
,Beauregard Parish,LA,22,11,558436
,Bienville Parish,LA,22,13,558445
,Bossier Parish,LA,22,15,558453
,Caddo Parish,LA,22,17,558458
,Calcasieu Parish,LA,22,19,558468
,Caldwell Parish,LA,22,21,558477
,Cameron Parish,LA,22,23,558488
,Catahoula Parish,LA,22,25,558495
,Claiborne Parish,LA,22,27,558505
,Concordia Parish,LA,22,29,558515
,De Soto Parish,LA,22,31,558521
,East Baton Rouge Parish,LA,22,33,558530
,East Carroll Parish,LA,22,35,558534
,East Feliciana Parish,LA,22,37,558542
,Evangeline Parish,LA,22,39,558551
,Franklin Parish,LA,22,41,558557
,Grant Parish,LA,22,43,558567
,Iberia Parish,LA,22,45,558576
,Iberville Parish,LA,22,47,558582
,Jackson Parish,LA,22,49,558592
,Jefferson Parish,LA,22,51,558027
,Jefferson Davis Parish,LA,22,53,558039
,Lafayette Parish,LA,22,55,558059
,Lafourche Parish,LA,22,57,558065
,LaSalle Parish,LA,22,59,558049
,Lincoln Parish,LA,22,61,558077
,Livingston Parish,LA,22,63,558083
,Madison Parish,LA,22,65,558088
,Morehouse Parish,LA,22,67,558097
,Natchitoches Parish,LA,22,69,558108
,Orleans Parish,LA,22,71,558113
,Ouachita Parish,LA,22,73,558114
,Plaquemines Parish,LA,22,75,558125
,Pointe Coupee Parish,LA,22,77,559449
,Rapides Parish,LA,22,79,559460
,Red River Parish,LA,22,81,559472
,Richland Parish,LA,22,83,559481
,Sabine Parish,LA,22,85,559489
,St. Bernard Parish,LA,22,87,1629542
,St. Charles Parish,LA,22,89,1629449
,St. Helena Parish,LA,22,91,1629457
,St. James Parish,LA,22,93,1629464
,St. John the Baptist Parish,LA,22,95,1629472
,St. Landry Parish,LA,22,97,1629479
,St. Martin Parish,LA,22,99,1629486
,St. Mary Parish,LA,22,101,1629492
,St. Tammany Parish,LA,22,103,1629503
,Tangipahoa Parish,LA,22,105,559500
,Tensas Parish,LA,22,107,559509
,Terrebonne Parish,LA,22,109,559517
,Union Parish,LA,22,111,559528
,Vermilion Parish,LA,22,113,559538
,Vernon Parish,LA,22,115,559548
,Washington Parish,LA,22,117,559557
,Webster Parish,LA,22,119,559567
,West Baton Rouge Parish,LA,22,121,559570
,West Carroll Parish,LA,22,123,559578
,West Feliciana Parish,LA,22,125,559584
,Winn Parish,LA,22,127,559594
,Androscoggin County,ME,23,1,581286
,Aroostook County,ME,23,3,581287
,Cumberland County,ME,23,5,581288
,Franklin County,ME,23,7,581289
,Hancock County,ME,23,9,581290
,Kennebec County,ME,23,11,581291
,Knox County,ME,23,13,581292
,Lincoln County,ME,23,15,581293
,Oxford County,ME,23,17,581294
,Penobscot County,ME,23,19,581295
,Piscataquis County,ME,23,21,581296
,Sagadahoc County,ME,23,23,581297
,Somerset County,ME,23,25,581298
,Waldo County,ME,23,27,581299
,Washington County,ME,23,29,581300
,York County,ME,23,31,581301
,Allegany County,MD,24,1,1713506
,Anne Arundel County,MD,24,3,1710958
,Baltimore County,MD,24,5,1695314
,Calvert County,MD,24,9,1676636
,Caroline County,MD,24,11,595737
,Carroll County,MD,24,13,1696228
,Cecil County,MD,24,15,596115
,Charles County,MD,24,17,1676992
,Dorchester County,MD,24,19,596495
,Frederick County,MD,24,21,1711211
,Garrett County,MD,24,23,1711058
,Harford County,MD,24,25,1698178
,Howard County,MD,24,27,1709077
,Kent County,MD,24,29,593907
,Montgomery County,MD,24,31,1712500
,Prince George's County,MD,24,33,1714670
,Queen Anne's County,MD,24,35,596089
,St. Mary's County,MD,24,37,1697853
,Somerset County,MD,24,39,596907
,Talbot County,MD,24,41,592947
,Washington County,MD,24,43,1714220
,Wicomico County,MD,24,45,1668606
,Worcester County,MD,24,47,1668802
,Baltimore city,MD,24,510,1702381
,Barnstable County,MA,25,1,606927
,Berkshire County,MA,25,3,606928
,Bristol County,MA,25,5,606929
,Dukes County,MA,25,7,606930
,Essex County,MA,25,9,606931
,Franklin County,MA,25,11,606932
,Hampden County,MA,25,13,606933
,Hampshire County,MA,25,15,606934
,Middlesex County,MA,25,17,606935
,Nantucket County,MA,25,19,606936
,Norfolk County,MA,25,21,606937
,Plymouth County,MA,25,23,606938
,Suffolk County,MA,25,25,606939
,Worcester County,MA,25,27,606940
,Alcona County,MI,26,1,1622943
,Alger County,MI,26,3,1622944
,Allegan County,MI,26,5,1622945
,Alpena County,MI,26,7,1622946
,Antrim County,MI,26,9,1622947
,Arenac County,MI,26,11,1622948
,Baraga County,MI,26,13,1622949
,Barry County,MI,26,15,1622950
,Bay County,MI,26,17,1622951
,Benzie County,MI,26,19,1622952
,Berrien County,MI,26,21,1622953
,Branch County,MI,26,23,1622954
,Calhoun County,MI,26,25,1622955
,Cass County,MI,26,27,1622956
,Charlevoix County,MI,26,29,1622957
,Cheboygan County,MI,26,31,1622958
,Chippewa County,MI,26,33,1622959
,Clare County,MI,26,35,1622960
,Clinton County,MI,26,37,1622961
,Crawford County,MI,26,39,1622962
,Delta County,MI,26,41,1622963
,Dickinson County,MI,26,43,1622964
,Eaton County,MI,26,45,1622965
,Emmet County,MI,26,47,1622966
,Genesee County,MI,26,49,1622967
,Gladwin County,MI,26,51,1622968
,Gogebic County,MI,26,53,1622969
,Grand Traverse County,MI,26,55,1622970
,Gratiot County,MI,26,57,1622971
,Hillsdale County,MI,26,59,1622972
,Houghton County,MI,26,61,1622973
,Huron County,MI,26,63,1622974
,Ingham County,MI,26,65,1622975
,Ionia County,MI,26,67,1622976
,Iosco County,MI,26,69,1622977
,Iron County,MI,26,71,1622978
,Isabella County,MI,26,73,1622979
,Jackson County,MI,26,75,1622980
,Kalamazoo County,MI,26,77,1622981
,Kalkaska County,MI,26,79,1622982
,Kent County,MI,26,81,1622983
,Keweenaw County,MI,26,83,1622984
,Lake County,MI,26,85,1622985
,Lapeer County,MI,26,87,1622986
,Leelanau County,MI,26,89,1622987
,Lenawee County,MI,26,91,1622988
,Livingston County,MI,26,93,1622989
,Luce County,MI,26,95,1622990
,Mackinac County,MI,26,97,1622991
,Macomb County,MI,26,99,1622992
,Manistee County,MI,26,101,1622993
,Marquette County,MI,26,103,1622994
,Mason County,MI,26,105,1622995
,Mecosta County,MI,26,107,1622996
,Menominee County,MI,26,109,1622997
,Midland County,MI,26,111,1622998
,Missaukee County,MI,26,113,1622999
,Monroe County,MI,26,115,1623000
,Montcalm County,MI,26,117,1623001
,Montmorency County,MI,26,119,1623002
,Muskegon County,MI,26,121,1623003
,Newaygo County,MI,26,123,1623004
,Oakland County,MI,26,125,1623005
,Oceana County,MI,26,127,1623006
,Ogemaw County,MI,26,129,1623007
,Ontonagon County,MI,26,131,1623008
,Osceola County,MI,26,133,1623009
,Oscoda County,MI,26,135,1623010
,Otsego County,MI,26,137,1623011
,Ottawa County,MI,26,139,1623012
,Presque Isle County,MI,26,141,1623013
,Roscommon County,MI,26,143,1623014
,Saginaw County,MI,26,145,1623015
,St. Clair County,MI,26,147,1625033
,St. Joseph County,MI,26,149,1625034
,Sanilac County,MI,26,151,1623016
,Schoolcraft County,MI,26,153,1623017
,Shiawassee County,MI,26,155,1623018
,Tuscola County,MI,26,157,1623019
,Van Buren County,MI,26,159,1623020
,Washtenaw County,MI,26,161,1623021
,Wayne County,MI,26,163,1623022
,Wexford County,MI,26,165,1623023
,Aitkin County,MN,27,1,663198
,Anoka County,MN,27,3,659447
,Becker County,MN,27,5,659448
,Beltrami County,MN,27,7,659449
,Benton County,MN,27,9,659450
,Big Stone County,MN,27,11,659451
,Blue Earth County,MN,27,13,659452
,Brown County,MN,27,15,659453
,Carlton County,MN,27,17,659454
,Carver County,MN,27,19,659455
,Cass County,MN,27,21,659456
,Chippewa County,MN,27,23,659457
,Chisago County,MN,27,25,659458
,Clay County,MN,27,27,659459
,Clearwater County,MN,27,29,659460
,Cook County,MN,27,31,659461
,Cottonwood County,MN,27,33,659462
,Crow Wing County,MN,27,35,659463
,Dakota County,MN,27,37,659464
,Dodge County,MN,27,39,659465
,Douglas County,MN,27,41,659466
,Faribault County,MN,27,43,659467
,Fillmore County,MN,27,45,659468
,Freeborn County,MN,27,47,659469
,Goodhue County,MN,27,49,659470
,Grant County,MN,27,51,659471
,Hennepin County,MN,27,53,659472
,Houston County,MN,27,55,659473
,Hubbard County,MN,27,57,659474
,Isanti County,MN,27,59,659475
,Itasca County,MN,27,61,659476
,Jackson County,MN,27,63,659477
,Kanabec County,MN,27,65,659478
,Kandiyohi County,MN,27,67,659479
,Kittson County,MN,27,69,659480
,Koochiching County,MN,27,71,659481
,Lac qui Parle County,MN,27,73,659482
,Lake County,MN,27,75,659484
,Lake of the Woods County,MN,27,77,659483
,Le Sueur County,MN,27,79,659485
,Lincoln County,MN,27,81,659486
,Lyon County,MN,27,83,659487
,McLeod County,MN,27,85,659491
,Mahnomen County,MN,27,87,659488
,Marshall County,MN,27,89,659489
,Martin County,MN,27,91,659490
,Meeker County,MN,27,93,659492
,Mille Lacs County,MN,27,95,659493
,Morrison County,MN,27,97,659494
,Mower County,MN,27,99,659495
,Murray County,MN,27,101,659496
,Nicollet County,MN,27,103,659497
,Nobles County,MN,27,105,659498
,Norman County,MN,27,107,659499
,Olmsted County,MN,27,109,659500
,Otter Tail County,MN,27,111,659501
,Pennington County,MN,27,113,659502
,Pine County,MN,27,115,659503
,Pipestone County,MN,27,117,659504
,Polk County,MN,27,119,659505
,Pope County,MN,27,121,659506
,Ramsey County,MN,27,123,659507
,Red Lake County,MN,27,125,659508
,Redwood County,MN,27,127,659509
,Renville County,MN,27,129,659510
,Rice County,MN,27,131,659511
,Rock County,MN,27,133,659512
,Roseau County,MN,27,135,659513
,St. Louis County,MN,27,137,662850
,Scott County,MN,27,139,659514
,Sherburne County,MN,27,141,659515
,Sibley County,MN,27,143,659516
,Stearns County,MN,27,145,659517
,Steele County,MN,27,147,659518
,Stevens County,MN,27,149,659519
,Swift County,MN,27,151,659520
,Todd County,MN,27,153,659521
,Traverse County,MN,27,155,659522
,Wabasha County,MN,27,157,659523
,Wadena County,MN,27,159,659524
,Waseca County,MN,27,161,659525
,Washington County,MN,27,163,659526
,Watonwan County,MN,27,165,659527
,Wilkin County,MN,27,167,659528
,Winona County,MN,27,169,659529
,Wright County,MN,27,171,659530
,Yellow Medicine County,MN,27,173,659531
,Adams County,MS,28,1,695726
,Alcorn County,MS,28,3,711755
,Amite County,MS,28,5,695727
,Attala County,MS,28,7,695728
,Benton County,MS,28,9,695729
,Bolivar County,MS,28,11,695730
,Calhoun County,MS,28,13,695731
,Carroll County,MS,28,15,695732
,Chickasaw County,MS,28,17,695733
,Choctaw County,MS,28,19,695734
,Claiborne County,MS,28,21,695735
,Clarke County,MS,28,23,695736
,Clay County,MS,28,25,695737
,Coahoma County,MS,28,27,695738
,Copiah County,MS,28,29,695739
,Covington County,MS,28,31,695740
,DeSoto County,MS,28,33,695741
,Forrest County,MS,28,35,695742
,Franklin County,MS,28,37,695743
,George County,MS,28,39,695744
,Greene County,MS,28,41,695745
,Grenada County,MS,28,43,695746
,Hancock County,MS,28,45,711756
,Harrison County,MS,28,47,695747
,Hinds County,MS,28,49,695748
,Holmes County,MS,28,51,695749
,Humphreys County,MS,28,53,695750
,Issaquena County,MS,28,55,695751
,Itawamba County,MS,28,57,695752
,Jackson County,MS,28,59,695753
,Jasper County,MS,28,61,695754
,Jefferson County,MS,28,63,695755
,Jefferson Davis County,MS,28,65,695756
,Jones County,MS,28,67,695757
,Kemper County,MS,28,69,695758
,Lafayette County,MS,28,71,695759
,Lamar County,MS,28,73,695760
,Lauderdale County,MS,28,75,695761
,Lawrence County,MS,28,77,695762
,Leake County,MS,28,79,695763
,Lee County,MS,28,81,695764
,Leflore County,MS,28,83,695765
,Lincoln County,MS,28,85,695766
,Lowndes County,MS,28,87,695767
,Madison County,MS,28,89,695768
,Marion County,MS,28,91,695769
,Marshall County,MS,28,93,695770
,Monroe County,MS,28,95,695771
,Montgomery County,MS,28,97,711757
,Neshoba County,MS,28,99,695772
,Newton County,MS,28,101,695773
,Noxubee County,MS,28,103,695774
,Oktibbeha County,MS,28,105,695775
,Panola County,MS,28,107,695776
,Pearl River County,MS,28,109,695777
,Perry County,MS,28,111,695778
,Pike County,MS,28,113,711758
,Pontotoc County,MS,28,115,695803
,Prentiss County,MS,28,117,695779
,Quitman County,MS,28,119,695780
,Rankin County,MS,28,121,695781
,Scott County,MS,28,123,695782
,Sharkey County,MS,28,125,695783
,Simpson County,MS,28,127,695784
,Smith County,MS,28,129,695785
,Stone County,MS,28,131,695786
,Sunflower County,MS,28,133,695787
,Tallahatchie County,MS,28,135,695788
,Tate County,MS,28,137,695789
,Tippah County,MS,28,139,695790
,Tishomingo County,MS,28,141,695791
,Tunica County,MS,28,143,695792
,Union County,MS,28,145,695793
,Walthall County,MS,28,147,695794
,Warren County,MS,28,149,695795
,Washington County,MS,28,151,695796
,Wayne County,MS,28,153,695797
,Webster County,MS,28,155,695798
,Wilkinson County,MS,28,157,695799
,Winston County,MS,28,159,695800
,Yalobusha County,MS,28,161,695801
,Yazoo County,MS,28,163,695802
,Adair County,MO,29,1,765805
,Andrew County,MO,29,3,758456
,Atchison County,MO,29,5,758457
,Audrain County,MO,29,7,758458
,Barry County,MO,29,9,758459
,Barton County,MO,29,11,758460
,Bates County,MO,29,13,758461
,Benton County,MO,29,15,758462
,Bollinger County,MO,29,17,758463
,Boone County,MO,29,19,758464
,Buchanan County,MO,29,21,758465
,Butler County,MO,29,23,758466
,Caldwell County,MO,29,25,758467
,Callaway County,MO,29,27,758468
,Camden County,MO,29,29,758469
,Cape Girardeau County,MO,29,31,758470
,Carroll County,MO,29,33,758471
,Carter County,MO,29,35,758472
,Cass County,MO,29,37,758473
,Cedar County,MO,29,39,758474
,Chariton County,MO,29,41,758475
,Christian County,MO,29,43,758476
,Clark County,MO,29,45,758477
,Clay County,MO,29,47,758478
,Clinton County,MO,29,49,758479
,Cole County,MO,29,51,758480
,Cooper County,MO,29,53,758481
,Crawford County,MO,29,55,758482
,Dade County,MO,29,57,758483
,Dallas County,MO,29,59,758484
,Daviess County,MO,29,61,758485
,DeKalb County,MO,29,63,758486
,Dent County,MO,29,65,758487
,Douglas County,MO,29,67,758488
,Dunklin County,MO,29,69,758489
,Franklin County,MO,29,71,758490
,Gasconade County,MO,29,73,758491
,Gentry County,MO,29,75,758492
,Greene County,MO,29,77,758493
,Grundy County,MO,29,79,758494
,Harrison County,MO,29,81,758495
,Henry County,MO,29,83,758496
,Hickory County,MO,29,85,758497
,Holt County,MO,29,87,758498
,Howard County,MO,29,89,758499
,Howell County,MO,29,91,758500
,Iron County,MO,29,93,758501
,Jackson County,MO,29,95,758502
,Jasper County,MO,29,97,758503
,Jefferson County,MO,29,99,758504
,Johnson County,MO,29,101,758505
,Knox County,MO,29,103,758506
,Laclede County,MO,29,105,758507
,Lafayette County,MO,29,107,758508
,Lawrence County,MO,29,109,758509
,Lewis County,MO,29,111,758510
,Lincoln County,MO,29,113,758511
,Linn County,MO,29,115,758512
,Livingston County,MO,29,117,758513
,McDonald County,MO,29,119,758518
,Macon County,MO,29,121,758514
,Madison County,MO,29,123,758515
,Maries County,MO,29,125,758516
,Marion County,MO,29,127,758517
,Mercer County,MO,29,129,758519
,Miller County,MO,29,131,758520
,Mississippi County,MO,29,133,758521
,Moniteau County,MO,29,135,758522
,Monroe County,MO,29,137,758523
,Montgomery County,MO,29,139,758524
,Morgan County,MO,29,141,758525
,New Madrid County,MO,29,143,758526
,Newton County,MO,29,145,758527
,Nodaway County,MO,29,147,758528
,Oregon County,MO,29,149,758529
,Osage County,MO,29,151,758530
,Ozark County,MO,29,153,758531
,Pemiscot County,MO,29,155,758532
,Perry County,MO,29,157,758533
,Pettis County,MO,29,159,758534
,Phelps County,MO,29,161,758535
,Pike County,MO,29,163,758536
,Platte County,MO,29,165,758537
,Polk County,MO,29,167,758538
,Pulaski County,MO,29,169,758539
,Putnam County,MO,29,171,758540
,Ralls County,MO,29,173,758541
,Randolph County,MO,29,175,758542
,Ray County,MO,29,177,758543
,Reynolds County,MO,29,179,758544
,Ripley County,MO,29,181,758545
,St. Charles County,MO,29,183,758546
,St. Clair County,MO,29,185,758547
,Ste. Genevieve County,MO,29,186,765806
,St. Francois County,MO,29,187,758548
,St. Louis County,MO,29,189,758549
,Saline County,MO,29,195,758550
,Schuyler County,MO,29,197,758551
,Scotland County,MO,29,199,758552
,Scott County,MO,29,201,758553
,Shannon County,MO,29,203,758554
,Shelby County,MO,29,205,758555
,Stoddard County,MO,29,207,758556
,Stone County,MO,29,209,758557
,Sullivan County,MO,29,211,758558
,Taney County,MO,29,213,758559
,Texas County,MO,29,215,758560
,Vernon County,MO,29,217,758561
,Warren County,MO,29,219,758562
,Washington County,MO,29,221,758563
,Wayne County,MO,29,223,758564
,Webster County,MO,29,225,758565
,Worth County,MO,29,227,758566
,Wright County,MO,29,229,758567
,St. Louis city,MO,29,510,767557
,Beaverhead County,MT,30,1,1719627
,Big Horn County,MT,30,3,1716521
,Blaine County,MT,30,5,1722470
,Broadwater County,MT,30,7,1719625
